7.985951995387429372e-07,7.105072719890049083e-07,9.141576242047907407e-07,7.365954019783978160e-07,8.029854536423074552e-07,9.434944551762754450e-07,7.502224795094227106e-07,8.174362762580921933e-07,1.003064212626874012e-06,7.880683546751145875e-07
3.803613716887679214e-02,3.798832473272790305e-02,3.781164980141160648e-02,3.828574995239693995e-02,3.832380188777748109e-02,3.820366256925198517e-02,3.820986786023938125e-02,3.789202461628456836e-02,3.799632542986501604e-02,3.815726477234770986e-02
2.252312535968161167e-01,2.259281618599123520e-01,2.252396786119327532e-01,2.256258385566350666e-01,2.267373992510466063e-01,2.267963095281514130e-01,2.254248907729760887e-01,2.264149798248470402e-01,2.259041240885395485e-01,2.255990033496687308e-01
4.314200483410308151e-01,4.316250698137327202e-01,4.289209375217030717e-01,4.309521754858282039e-01,4.283725434487526407e-01,4.278193164295146511e-01,4.271753865557483265e-01,4.304906208947731905e-01,4.333946289765392978e-01,4.272588254625243054e-01
4.500560237025402199e-01,4.516846783462085124e-01,4.524658929669114205e-01,4.518343199800796683e-01,4.494188667538951409e-01,4.529321633546370407e-01,4.521804948540767422e-01,4.523151634099958907e-01,4.503024126150623752e-01,4.536764750143618685e-01
4.807079294941009606e-01,4.788508355854717014e-01,4.802205460896800115e-01,4.789597480291476472e-01,4.781705332885906046e-01,4.814109421131289035e-01,4.799152614716769572e-01,4.833794090603237836e-01,4.829384102497478737e-01,4.818386002605378193e-01
5.067057540002508631e-01,5.060344484314091007e-01,5.066328758271755328e-01,5.059152703373608340e-01,5.072162106871158649e-01,5.039277224295950486e-01,5.060289619012535711e-01,5.051630678579079881e-01,5.053127191221801207e-01,5.051890288888420955e-01
5.174685680202617544e-01,5.185912874689444507e-01,5.168279923718043234e-01,5.180017252015760576e-01,5.177149141963595103e-01,5.183694961816280866e-01,5.162036554148314860e-01,5.143637106565365213e-01,5.164401198361451284e-01,5.170968526493654460e-01
5.366624138235527308e-01,5.345640156133626419e-01,5.370843872127664120e-01,5.329093776878581767e-01,5.363766195286405747e-01,5.349148481382762776e-01,5.354113722762171568e-01,5.343072191454503184e-01,5.340628345533248167e-01,5.337680111081573031e-01
5.499231103084977201e-01,5.504848303599982895e-01,5.552465713023174709e-01,5.536829376950247461e-01,5.525878364198194559e-01,5.540417411340025078e-01,5.533417172265130413e-01,5.515400255124129902e-01,5.520793379892036112e-01,5.559582255856140298e-01
5.737341608957804429e-01,5.713151287605736650e-01,5.723249229325619858e-01,5.742262587951292296e-01,5.753025416491722721e-01,5.740249071567515848e-01,5.718456157200997314e-01,5.744503146209358757e-01,5.746590733548514462e-01,5.730734766402258984e-01
6.042880709296265529e-01,6.040923814468162067e-01,6.036610018743551187e-01,6.067019914360455290e-01,6.036325322365899693e-01,6.048444378926975951e-01,6.048791113572725697e-01,6.048321767062763143e-01,6.035187251314466650e-01,6.049787999832284546e-01
6.004919371639584336e-01,5.975107535466116504e-01,6.013812975455373744e-01,5.991194611965463546e-01,6.018606886300270631e-01,6.024064097148420505e-01,5.997246181094160189e-01,5.996546905830625329e-01,6.004372046614161462e-01,6.003962814289866001e-01
6.436998263558100231e-01,6.434279701463215817e-01,6.405848023803042413e-01,6.405430337408356545e-01,6.439922104228661404e-01,6.418357197502455591e-01,6.393634828389507252e-01,6.398533761283037302e-01,6.422093657929733856e-01,6.425496881253712766e-01
6.518793448683145586e-01,6.612709760994739394e-01,6.622943734881541200e-01,6.633262296127262481e-01,6.567420529384203620e-01,6.582801743075314960e-01,6.551499644599798611e-01,6.622434928673059940e-01,6.560132173935723232e-01,6.612521211283048927e-01
6.653880768706263993e-01,6.648710751594342216e-01,6.653685148336182520e-01,6.720009678616584159e-01,6.643540828483143201e-01,6.651092587299070047e-01,6.641712873018275065e-01,6.638550720498396229e-01,6.618925773535765389e-01,6.691721198243505420e-01
6.757821773644517860e-01,6.768117438480307779e-01,6.757999123193686453e-01,6.746659477341998556e-01,6.762641387969563489e-01,6.751063613891827853e-01,6.735552941034189667e-01,6.765420462368733068e-01,6.757370124710960768e-01,6.771605222748978692e-01
6.984307025251413892e-01,6.998640334801533580e-01,6.985779768227979858e-01,6.987204333410462764e-01,6.955549501944043866e-01,6.976711415126611859e-01,6.972503844882832480e-01,6.974710510337447378e-01,6.978498230799722313e-01,6.972961427826730452e-01
7.091048501677905680e-01,7.076816268730335979e-01,7.051325673470923983e-01,7.039161068293083856e-01,7.003654754488569667e-01,7.054210433241347999e-01,7.051114306837631407e-01,7.095985981343214677e-01,7.054347378093714926e-01,7.115857555779424581e-01
7.071212313153645290e-01,7.054224660771173383e-01,7.063481112420364472e-01,7.071719909146687577e-01,7.080134111144383846e-01,7.046363628937550860e-01,7.043590644601525064e-01,7.048831852008948795e-01,7.057273626221600704e-01,7.055527959368167457e-01
7.291082128029964249e-01,7.310971601051285962e-01,7.308274566323358368e-01,7.311505067958388171e-01,7.303062250489525953e-01,7.306968836598037864e-01,7.304579713652770145e-01,7.315066358197318541e-01,7.272982043864686386e-01,7.298135971197481364e-01
